locus,supertype,pip_weighted_accessibility,total_pip,n_variants
rs6673880,Pvalb_1,0.11849609,0.27668000000000004,3
rs6673880,Pvalb_10,0.18489538,0.27668000000000004,3
rs6673880,Pvalb_12,0.12730767,0.27668000000000004,3
rs6673880,Pvalb_13,0.18347904,0.27668000000000004,3
rs6673880,Pvalb_14,0.12103388,0.27668000000000004,3
rs6673880,Pvalb_15,0.1637714,0.27668000000000004,3
rs6673880,Pvalb_2,0.15449908,0.27668000000000004,3
rs6673880,Pvalb_3,0.14496167,0.27668000000000004,3
rs6673880,Pvalb_5,0.13173924,0.27668000000000004,3
rs6673880,Pvalb_6,0.14894696,0.27668000000000004,3
rs6673880,Pvalb_7,0.10924405,0.27668000000000004,3
rs6673880,Pvalb_8,0.06578773,0.27668000000000004,3
rs6673880,Pvalb_9,0.08469249,0.27668000000000004,3
rs6673880,SMC-SEAAD,0.0,0.27668000000000004,3
rs6673880,Sncg_1,0.06165069,0.27668000000000004,3
rs6673880,Sncg_2,0.08813798,0.27668000000000004,3
rs6673880,Sncg_3,0.057357408,0.27668000000000004,3
rs6673880,Sncg_4,0.09461653,0.27668000000000004,3
rs6673880,Sncg_5,0.093646444,0.27668000000000004,3
rs6673880,Sncg_6,0.069806635,0.27668000000000004,3
rs6673880,Sncg_8,0.080538936,0.27668000000000004,3
rs6673880,Sst Chodl_1,0.07627959,0.27668000000000004,3
rs6673880,Sst Chodl_2,0.14467049,0.27668000000000004,3
rs6673880,Sst_1,0.09047252,0.27668000000000004,3
rs6673880,Sst_10,0.06842525,0.27668000000000004,3
rs6673880,Sst_11,0.0656679,0.27668000000000004,3
rs6673880,Sst_12,0.096408315,0.27668000000000004,3
rs6673880,Sst_13,0.056641318,0.27668000000000004,3
rs6673880,Sst_19,0.048966285,0.27668000000000004,3
rs6673880,Sst_2,0.10546026,0.27668000000000004,3
rs6673880,Sst_20,0.07554817,0.27668000000000004,3
rs6673880,Sst_22,0.077785775,0.27668000000000004,3
rs6673880,Sst_23,0.08183806,0.27668000000000004,3
rs6673880,Sst_25,0.112671405,0.27668000000000004,3
rs6673880,Sst_3,0.095512144,0.27668000000000004,3
rs6673880,Sst_4,0.07165817,0.27668000000000004,3
rs6673880,Sst_5,0.078630984,0.27668000000000004,3
rs6673880,Sst_7,0.09781012,0.27668000000000004,3
rs6673880,Sst_9,0.090628125,0.27668000000000004,3
rs6673880,VLMC_1,0.041196067,0.27668000000000004,3
rs6673880,Vip_1,0.0504492,0.27668000000000004,3
rs6673880,Vip_11,0.05427902,0.27668000000000004,3
rs6673880,Vip_12,0.073014416,0.27668000000000004,3
rs6673880,Vip_13,0.0675895,0.27668000000000004,3
rs6673880,Vip_14,0.08368911,0.27668000000000004,3
rs6673880,Vip_15,0.103446566,0.27668000000000004,3
rs6673880,Vip_16,0.08107235,0.27668000000000004,3
rs6673880,Vip_18,0.057882857,0.27668000000000004,3
rs6673880,Vip_19,0.047679126,0.27668000000000004,3
rs6673880,Vip_2,0.045258183,0.27668000000000004,3
rs6673880,Vip_21,0.062657185,0.27668000000000004,3
rs6673880,Vip_23,0.048776265,0.27668000000000004,3
rs6673880,Vip_4,0.071835995,0.27668000000000004,3
rs6673880,Vip_5,0.062155854,0.27668000000000004,3
rs6673880,Vip_6,0.07236882,0.27668000000000004,3
rs6673880,Vip_9,0.061797906,0.27668000000000004,3
rs11122119,Astro_1,1.3408062,0.06506999999999999,7
rs11122119,Astro_2,1.2288685,0.06506999999999999,7
rs11122119,Astro_3,1.6731406,0.06506999999999999,7
rs11122119,Astro_4,1.077939,0.06506999999999999,7
rs11122119,Astro_5,1.2132814,0.06506999999999999,7
rs11122119,Astro_6-SEAAD,1.4683211,0.06506999999999999,7
rs11122119,Chandelier_1,0.99541426,0.06506999999999999,7
rs11122119,Chandelier_2,1.0805042,0.06506999999999999,7
rs11122119,Endo_1,0.73441213,0.06506999999999999,7
rs11122119,Endo_2,0.5067433,0.06506999999999999,7
rs11122119,Endo_3,0.396909,0.06506999999999999,7
rs11122119,L2/3 IT_1,1.0844109,0.06506999999999999,7
rs11122119,L2/3 IT_10,1.3462502,0.06506999999999999,7
rs11122119,L2/3 IT_12,1.1986308,0.06506999999999999,7
rs11122119,L2/3 IT_13,1.4065546,0.06506999999999999,7
rs11122119,L2/3 IT_2,1.0966878,0.06506999999999999,7
rs11122119,L2/3 IT_3,1.3799134,0.06506999999999999,7
rs11122119,L2/3 IT_5,1.292801,0.06506999999999999,7
rs11122119,L2/3 IT_6,1.2226207,0.06506999999999999,7
rs11122119,L2/3 IT_7,1.0877886,0.06506999999999999,7
rs11122119,L2/3 IT_8,1.2650156,0.06506999999999999,7
rs11122119,L4 IT_1,1.0975405,0.06506999999999999,7
rs11122119,L4 IT_2,1.0973577,0.06506999999999999,7
rs11122119,L4 IT_3,1.1409236,0.06506999999999999,7
rs11122119,L4 IT_4,0.9691374,0.06506999999999999,7
rs11122119,L5 ET_1,1.214519,0.06506999999999999,7
rs11122119,L5 ET_2,1.199997,0.06506999999999999,7
rs11122119,L5 IT_1,1.1879559,0.06506999999999999,7
rs11122119,L5 IT_2,1.16228,0.06506999999999999,7
rs11122119,L5 IT_3,1.311421,0.06506999999999999,7
rs11122119,L5 IT_5,1.2915311,0.06506999999999999,7
rs11122119,L5 IT_6,1.2445041,0.06506999999999999,7
rs11122119,L5 IT_7,1.3170239,0.06506999999999999,7
rs11122119,L5/6 NP_1,1.2717446,0.06506999999999999,7
rs11122119,L5/6 NP_2,1.2538611,0.06506999999999999,7
rs11122119,L5/6 NP_3,1.1984967,0.06506999999999999,7
rs11122119,L5/6 NP_4,1.176483,0.06506999999999999,7
rs11122119,L5/6 NP_6,1.3379774,0.06506999999999999,7
rs11122119,L6 CT_1,1.251158,0.06506999999999999,7
rs11122119,L6 CT_2,1.2438179,0.06506999999999999,7
rs11122119,L6 CT_3,1.1557281,0.06506999999999999,7
rs11122119,L6 CT_4,1.2400718,0.06506999999999999,7
rs11122119,L6 IT Car3_1,1.2538922,0.06506999999999999,7
rs11122119,L6 IT Car3_2,1.1961672,0.06506999999999999,7
rs11122119,L6 IT Car3_3,1.2045199,0.06506999999999999,7
rs11122119,L6 IT_1,1.1670345,0.06506999999999999,7
rs11122119,L6 IT_2,1.2347146,0.06506999999999999,7
rs11122119,L6b_1,1.0913177,0.06506999999999999,7
rs11122119,L6b_2,1.1398549,0.06506999999999999,7
rs11122119,L6b_3,1.6273767,0.06506999999999999,7
rs11122119,L6b_4,0.9963323,0.06506999999999999,7
rs11122119,L6b_5,1.063115,0.06506999999999999,7
rs11122119,L6b_6,1.1934186,0.06506999999999999,7
rs11122119,Lamp5_1,0.8144036,0.06506999999999999,7
rs11122119,Lamp5_2,0.8075538,0.06506999999999999,7
rs11122119,Lamp5_3,0.8670265,0.06506999999999999,7
rs11122119,Lamp5_4,0.83171403,0.06506999999999999,7
rs11122119,Lamp5_5,0.7341827,0.06506999999999999,7
rs11122119,Lamp5_6,0.7902854,0.06506999999999999,7
rs11122119,Lamp5_Lhx6_1,1.0692644,0.06506999999999999,7
rs11122119,Lymphocyte,0.52069545,0.06506999999999999,7
rs11122119,Micro-PVM_1,0.68752027,0.06506999999999999,7
rs11122119,Micro-PVM_2,0.878268,0.06506999999999999,7
rs11122119,Micro-PVM_2_1-SEAAD,2.1547527,0.06506999999999999,7
rs11122119,Micro-PVM_2_3-SEAAD,0.787028,0.06506999999999999,7
rs11122119,Micro-PVM_3-SEAAD,0.8766208,0.06506999999999999,7
rs11122119,Micro-PVM_4-SEAAD,1.0784016,0.06506999999999999,7
rs11122119,Monocyte,0.69033027,0.06506999999999999,7
rs11122119,OPC_1,2.1026518,0.06506999999999999,7
rs11122119,OPC_2,1.3104765,0.06506999999999999,7
rs11122119,OPC_2_1-SEAAD,0.86854726,0.06506999999999999,7
rs11122119,OPC_2_2-SEAAD,1.4149983,0.06506999999999999,7
rs11122119,Oligo_1,1.0944883,0.06506999999999999,7
rs11122119,Oligo_2,0.8933856,0.06506999999999999,7
rs11122119,Oligo_2_1-SEAAD,0.55901533,0.06506999999999999,7
rs11122119,Oligo_3,0.97588897,0.06506999999999999,7
rs11122119,Oligo_4,1.0128412,0.06506999999999999,7
rs11122119,Pax6_1,0.9881543,0.06506999999999999,7
rs11122119,Pax6_2,1.0365895,0.06506999999999999,7
rs11122119,Pax6_3,1.1464711,0.06506999999999999,7
rs11122119,Pax6_4,1.0656091,0.06506999999999999,7
rs11122119,Pericyte_1,0.45937917,0.06506999999999999,7
rs11122119,Pericyte_2-SEAAD,0.29202396,0.06506999999999999,7
rs11122119,Pvalb_1,1.2293235,0.06506999999999999,7
rs11122119,Pvalb_10,1.3296746,0.06506999999999999,7
rs11122119,Pvalb_12,1.2144779,0.06506999999999999,7
rs11122119,Pvalb_13,1.30933,0.06506999999999999,7
rs11122119,Pvalb_14,1.2040825,0.06506999999999999,7
rs11122119,Pvalb_15,1.1823641,0.06506999999999999,7
rs11122119,Pvalb_2,1.143924,0.06506999999999999,7
rs11122119,Pvalb_3,1.230161,0.06506999999999999,7
rs11122119,Pvalb_5,1.1356914,0.06506999999999999,7
rs11122119,Pvalb_6,1.2032939,0.06506999999999999,7
rs11122119,Pvalb_7,1.2190715,0.06506999999999999,7
rs11122119,Pvalb_8,1.0489398,0.06506999999999999,7
rs11122119,Pvalb_9,1.1078752,0.06506999999999999,7
rs11122119,SMC-SEAAD,0.56152594,0.06506999999999999,7
rs11122119,Sncg_1,0.8758713,0.06506999999999999,7
rs11122119,Sncg_2,0.9338161,0.06506999999999999,7
rs11122119,Sncg_3,0.9868157,0.06506999999999999,7
rs11122119,Sncg_4,0.90558785,0.06506999999999999,7
rs11122119,Sncg_5,0.9516387,0.06506999999999999,7
rs11122119,Sncg_6,0.92176974,0.06506999999999999,7
rs11122119,Sncg_8,0.9697158,0.06506999999999999,7
rs11122119,Sst Chodl_1,1.127582,0.06506999999999999,7
rs11122119,Sst Chodl_2,1.3801686,0.06506999999999999,7
rs11122119,Sst_1,1.202712,0.06506999999999999,7
rs11122119,Sst_10,0.9396244,0.06506999999999999,7
rs11122119,Sst_11,0.9205944,0.06506999999999999,7
rs11122119,Sst_12,1.2015842,0.06506999999999999,7
rs11122119,Sst_13,0.9700369,0.06506999999999999,7
rs11122119,Sst_19,0.8993626,0.06506999999999999,7
rs11122119,Sst_2,1.1412445,0.06506999999999999,7
rs11122119,Sst_20,1.0667374,0.06506999999999999,7
rs11122119,Sst_22,1.1946368,0.06506999999999999,7
rs11122119,Sst_23,1.0344137,0.06506999999999999,7
rs11122119,Sst_25,1.1282338,0.06506999999999999,7
rs11122119,Sst_3,1.0650934,0.06506999999999999,7
rs11122119,Sst_4,1.1111326,0.06506999999999999,7
rs11122119,Sst_5,0.96511143,0.06506999999999999,7
rs11122119,Sst_7,0.9736573,0.06506999999999999,7
rs11122119,Sst_9,1.2098988,0.06506999999999999,7
rs11122119,VLMC_1,0.70855874,0.06506999999999999,7
rs11122119,Vip_1,0.9215397,0.06506999999999999,7
rs11122119,Vip_11,1.0992168,0.06506999999999999,7
rs11122119,Vip_12,0.8919003,0.06506999999999999,7
rs11122119,Vip_13,1.0926069,0.06506999999999999,7
rs11122119,Vip_14,1.0249013,0.06506999999999999,7
rs11122119,Vip_15,1.0553938,0.06506999999999999,7
rs11122119,Vip_16,1.0723124,0.06506999999999999,7
rs11122119,Vip_18,0.85487914,0.06506999999999999,7
rs11122119,Vip_19,0.85408896,0.06506999999999999,7
rs11122119,Vip_2,0.9720133,0.06506999999999999,7
rs11122119,Vip_21,0.8308458,0.06506999999999999,7
rs11122119,Vip_23,0.78896385,0.06506999999999999,7
rs11122119,Vip_4,0.92709804,0.06506999999999999,7
rs11122119,Vip_5,0.9235562,0.06506999999999999,7
rs11122119,Vip_6,1.0987487,0.06506999999999999,7
rs11122119,Vip_9,1.1037986,0.06506999999999999,7
rs11121172,Astro_1,0.6661899,0.6645684999999998,56
rs11121172,Astro_2,0.80350775,0.6645684999999998,56
rs11121172,Astro_3,0.8268165,0.6645684999999998,56
rs11121172,Astro_4,0.6924271,0.6645684999999998,56
rs11121172,Astro_5,0.76566464,0.6645684999999998,56
rs11121172,Astro_6-SEAAD,0.8161936,0.6645684999999998,56
rs11121172,Chandelier_1,0.47665805,0.6645684999999998,56
rs11121172,Chandelier_2,0.5675992,0.6645684999999998,56
rs11121172,Endo_1,0.5064206,0.6645684999999998,56
rs11121172,Endo_2,0.31665748,0.6645684999999998,56
rs11121172,Endo_3,0.29177666,0.6645684999999998,56
rs11121172,L2/3 IT_1,0.65152234,0.6645684999999998,56
rs11121172,L2/3 IT_10,0.9975977,0.6645684999999998,56
rs11121172,L2/3 IT_12,1.0785401,0.6645684999999998,56
rs11121172,L2/3 IT_13,1.1964992,0.6645684999999998,56
rs11121172,L2/3 IT_2,0.74329364,0.6645684999999998,56
rs11121172,L2/3 IT_3,1.1174507,0.6645684999999998,56
rs11121172,L2/3 IT_5,1.033182,0.6645684999999998,56
rs11121172,L2/3 IT_6,0.8153805,0.6645684999999998,56
rs11121172,L2/3 IT_7,0.7890743,0.6645684999999998,56
rs11121172,L2/3 IT_8,0.9795654,0.6645684999999998,56
rs11121172,L4 IT_1,0.7290969,0.6645684999999998,56
rs11121172,L4 IT_2,0.78778577,0.6645684999999998,56
rs11121172,L4 IT_3,0.863967,0.6645684999999998,56
rs11121172,L4 IT_4,0.838931,0.6645684999999998,56
rs11121172,L5 ET_1,1.3108454,0.6645684999999998,56
rs11121172,L5 ET_2,1.331939,0.6645684999999998,56
rs11121172,L5 IT_1,0.84034765,0.6645684999999998,56
rs11121172,L5 IT_2,0.82680094,0.6645684999999998,56
rs11121172,L5 IT_3,1.0687312,0.6645684999999998,56
rs11121172,L5 IT_5,1.1345916,0.6645684999999998,56
rs11121172,L5 IT_6,1.194838,0.6645684999999998,56
rs11121172,L5 IT_7,1.3148646,0.6645684999999998,56
rs11121172,L5/6 NP_1,0.84520876,0.6645684999999998,56
rs11121172,L5/6 NP_2,0.84285825,0.6645684999999998,56
rs11121172,L5/6 NP_3,0.7345568,0.6645684999999998,56
rs11121172,L5/6 NP_4,0.773825,0.6645684999999998,56
rs11121172,L5/6 NP_6,0.9907764,0.6645684999999998,56
rs11121172,L6 CT_1,0.9668797,0.6645684999999998,56
rs11121172,L6 CT_2,1.0279403,0.6645684999999998,56
rs11121172,L6 CT_3,1.031104,0.6645684999999998,56
rs11121172,L6 CT_4,1.0040419,0.6645684999999998,56
rs11121172,L6 IT Car3_1,0.80154055,0.6645684999999998,56
rs11121172,L6 IT Car3_2,1.0114275,0.6645684999999998,56
rs11121172,L6 IT Car3_3,0.9487473,0.6645684999999998,56
rs11121172,L6 IT_1,1.0452824,0.6645684999999998,56
rs11121172,L6 IT_2,1.1666757,0.6645684999999998,56
rs11121172,L6b_1,0.96323645,0.6645684999999998,56
rs11121172,L6b_2,0.9728785,0.6645684999999998,56
rs11121172,L6b_3,0.87798727,0.6645684999999998,56
rs11121172,L6b_4,0.8272832,0.6645684999999998,56
rs11121172,L6b_5,0.87962365,0.6645684999999998,56
rs11121172,L6b_6,1.0887679,0.6645684999999998,56
rs11121172,Lamp5_1,0.7229344,0.6645684999999998,56
rs11121172,Lamp5_2,0.6846963,0.6645684999999998,56
rs11121172,Lamp5_3,0.7340627,0.6645684999999998,56
rs11121172,Lamp5_4,0.736622,0.6645684999999998,56
rs11121172,Lamp5_5,0.5087837,0.6645684999999998,56
rs11121172,Lamp5_6,0.53290504,0.6645684999999998,56
rs11121172,Lamp5_Lhx6_1,0.8218922,0.6645684999999998,56
rs11121172,Lymphocyte,0.15515016,0.6645684999999998,56
rs11121172,Micro-PVM_1,0.34452102,0.6645684999999998,56
rs11121172,Micro-PVM_2,0.3723726,0.6645684999999998,56
rs11121172,Micro-PVM_2_1-SEAAD,0.5993532,0.6645684999999998,56
rs11121172,Micro-PVM_2_3-SEAAD,0.3528382,0.6645684999999998,56
rs11121172,Micro-PVM_3-SEAAD,0.42876962,0.6645684999999998,56
rs11121172,Micro-PVM_4-SEAAD,0.31883442,0.6645684999999998,56
rs11121172,Monocyte,0.26448777,0.6645684999999998,56
rs11121172,OPC_1,0.46914402,0.6645684999999998,56
rs11121172,OPC_2,0.6809198,0.6645684999999998,56
rs11121172,OPC_2_1-SEAAD,0.40381435,0.6645684999999998,56
rs11121172,OPC_2_2-SEAAD,0.57995206,0.6645684999999998,56
rs11121172,Oligo_1,0.25585604,0.6645684999999998,56
rs11121172,Oligo_2,0.18787816,0.6645684999999998,56
rs11121172,Oligo_2_1-SEAAD,0.15142481,0.6645684999999998,56
rs11121172,Oligo_3,0.16572689,0.6645684999999998,56
rs11121172,Oligo_4,0.19673492,0.6645684999999998,56
rs11121172,Pax6_1,0.72624743,0.6645684999999998,56
rs11121172,Pax6_2,0.8820756,0.6645684999999998,56
rs11121172,Pax6_3,1.1562698,0.6645684999999998,56
rs11121172,Pax6_4,0.9065745,0.6645684999999998,56
rs11121172,Pericyte_1,0.23736896,0.6645684999999998,56
rs11121172,Pericyte_2-SEAAD,0.120012514,0.6645684999999998,56
rs11121172,Pvalb_1,0.99401414,0.6645684999999998,56
rs11121172,Pvalb_10,1.0556047,0.6645684999999998,56
rs11121172,Pvalb_12,0.81923187,0.6645684999999998,56
rs11121172,Pvalb_13,0.89572245,0.6645684999999998,56
rs11121172,Pvalb_14,0.86690736,0.6645684999999998,56
rs11121172,Pvalb_15,0.9676037,0.6645684999999998,56
rs11121172,Pvalb_2,0.98598176,0.6645684999999998,56
rs11121172,Pvalb_3,0.92619014,0.6645684999999998,56
rs11121172,Pvalb_5,0.9089906,0.6645684999999998,56
rs11121172,Pvalb_6,0.92559874,0.6645684999999998,56
rs11121172,Pvalb_7,0.73550904,0.6645684999999998,56
rs11121172,Pvalb_8,0.61797726,0.6645684999999998,56
rs11121172,Pvalb_9,0.63814276,0.6645684999999998,56
rs11121172,SMC-SEAAD,0.23052104,0.6645684999999998,56
rs11121172,Sncg_1,0.6156964,0.6645684999999998,56
rs11121172,Sncg_2,0.6971845,0.6645684999999998,56
rs11121172,Sncg_3,0.91691726,0.6645684999999998,56
rs11121172,Sncg_4,0.7555481,0.6645684999999998,56
rs11121172,Sncg_5,0.74131584,0.6645684999999998,56
rs11121172,Sncg_6,0.7483919,0.6645684999999998,56
rs11121172,Sncg_8,0.68549204,0.6645684999999998,56
rs11121172,Sst Chodl_1,0.7969952,0.6645684999999998,56
rs11121172,Sst Chodl_2,1.0431796,0.6645684999999998,56
rs11121172,Sst_1,0.6549859,0.6645684999999998,56
rs11121172,Sst_10,0.5176564,0.6645684999999998,56
rs11121172,Sst_11,0.5400363,0.6645684999999998,56
rs11121172,Sst_12,0.6484845,0.6645684999999998,56
rs11121172,Sst_13,0.47141945,0.6645684999999998,56
rs11121172,Sst_19,0.4537992,0.6645684999999998,56
rs11121172,Sst_2,0.66346127,0.6645684999999998,56
rs11121172,Sst_20,0.5525193,0.6645684999999998,56
rs11121172,Sst_22,0.66539466,0.6645684999999998,56
rs11121172,Sst_23,0.6858297,0.6645684999999998,56
rs11121172,Sst_25,0.788595,0.6645684999999998,56
rs11121172,Sst_3,0.59711,0.6645684999999998,56
rs11121172,Sst_4,0.66640687,0.6645684999999998,56
rs11121172,Sst_5,0.4478744,0.6645684999999998,56
rs11121172,Sst_7,0.6382154,0.6645684999999998,56
rs11121172,Sst_9,0.7761345,0.6645684999999998,56
rs11121172,VLMC_1,0.44201863,0.6645684999999998,56
rs11121172,Vip_1,0.4633583,0.6645684999999998,56
rs11121172,Vip_11,0.70827746,0.6645684999999998,56
rs11121172,Vip_12,0.53954756,0.6645684999999998,56
rs11121172,Vip_13,0.7417033,0.6645684999999998,56
rs11121172,Vip_14,0.6023513,0.6645684999999998,56
rs11121172,Vip_15,0.6184783,0.6645684999999998,56
rs11121172,Vip_16,0.5933687,0.6645684999999998,56
rs11121172,Vip_18,0.52549237,0.6645684999999998,56
rs11121172,Vip_19,0.49111068,0.6645684999999998,56
rs11121172,Vip_2,0.47935498,0.6645684999999998,56
rs11121172,Vip_21,0.48451915,0.6645684999999998,56
rs11121172,Vip_23,0.39548975,0.6645684999999998,56
rs11121172,Vip_4,0.5522363,0.6645684999999998,56
rs11121172,Vip_5,0.8080342,0.6645684999999998,56
rs11121172,Vip_6,1.012086,0.6645684999999998,56
rs11121172,Vip_9,0.8864063,0.6645684999999998,56
rs61786047,Astro_1,0.1695501,0.0747566,29
rs61786047,Astro_2,0.18938468,0.0747566,29
rs61786047,Astro_3,0.18511352,0.0747566,29
rs61786047,Astro_4,0.12100172,0.0747566,29
rs61786047,Astro_5,0.12975875,0.0747566,29
rs61786047,Astro_6-SEAAD,0.23908123,0.0747566,29
rs61786047,Chandelier_1,0.294168,0.0747566,29
rs61786047,Chandelier_2,0.27034444,0.0747566,29
rs61786047,Endo_1,0.068370156,0.0747566,29
rs61786047,Endo_2,0.12926629,0.0747566,29
rs61786047,Endo_3,0.07593583,0.0747566,29
rs61786047,L2/3 IT_1,0.30525333,0.0747566,29
rs61786047,L2/3 IT_10,0.48895532,0.0747566,29
rs61786047,L2/3 IT_12,0.4139538,0.0747566,29
rs61786047,L2/3 IT_13,0.61965615,0.0747566,29
rs61786047,L2/3 IT_2,0.33255365,0.0747566,29
rs61786047,L2/3 IT_3,0.33829576,0.0747566,29
rs61786047,L2/3 IT_5,0.37234914,0.0747566,29
rs61786047,L2/3 IT_6,0.40117016,0.0747566,29
rs61786047,L2/3 IT_7,0.29425198,0.0747566,29
rs61786047,L2/3 IT_8,0.46026367,0.0747566,29
rs61786047,L4 IT_1,0.22120821,0.0747566,29
rs61786047,L4 IT_2,0.33714303,0.0747566,29
rs61786047,L4 IT_3,0.28698757,0.0747566,29
rs61786047,L4 IT_4,0.17083268,0.0747566,29
rs61786047,L5 ET_1,0.4680753,0.0747566,29
rs61786047,L5 ET_2,0.50188917,0.0747566,29
rs61786047,L5 IT_1,0.35328674,0.0747566,29
rs61786047,L5 IT_2,0.2884859,0.0747566,29
rs61786047,L5 IT_3,0.42044264,0.0747566,29
rs61786047,L5 IT_5,0.29507205,0.0747566,29
rs61786047,L5 IT_6,0.3461129,0.0747566,29
rs61786047,L5 IT_7,0.46482804,0.0747566,29
rs61786047,L5/6 NP_1,0.3351504,0.0747566,29
rs61786047,L5/6 NP_2,0.30495223,0.0747566,29
rs61786047,L5/6 NP_3,0.34097785,0.0747566,29
