gene,specificity,gwas_z,gwas_p,gwas_fdr,driver_score
CXCR5,0.027100544,3.559,0.0001861,0.0028411708185053382,0.10109190254612922
BTBD18,0.011073413,6.0238,8.5197e-10,1.0671390656934307e-07,0.10043115743386441
DLX2,0.017130312,4.6606,1.5763e-06,6.0648672645739915e-05,0.09939625639840392
PLCH2,0.011287287,5.8941,1.8842e-09,2.1127971428571432e-07,0.09848014559566744
SEZ6L2,0.011619408,5.7341,4.902e-09,4.806761142857142e-07,0.09655294287463308
PLEKHO1,0.012308737,5.5123,1.7712e-08,1.4269385915492957e-06,0.09541403536247176
SPOCK3,0.014623665,4.9685,3.3729e-07,1.7277302686567163e-05,0.09464430920338979
CDH13,0.017842537,4.4073,5.2327e-06,0.00016597621441774492,0.09423132966799881
ANKRD44,0.011014656,5.8074,3.172e-09,3.2988799999999994e-07,0.09360989149583253
LETM2,0.013409132,5.178,1.1211e-07,6.7031623693379795e-06,0.09319823632334373
PCDHA2,0.01190541,5.5175,1.7193e-08,1.398255355450237e-06,0.092441321955691
CDC20,0.014921908,4.8423,6.4167e-07,2.9570258823529415e-05,0.09240672456011137
PCDHAC2,0.012337129,5.4012,3.3091e-08,2.4163470638297876e-06,0.09228530402468199
BCL11A,0.017589923,4.3197,7.8133e-06,0.0002301029433962264,0.08983464789624186
FAM216A,0.012098491,5.3767,3.794e-08,2.690290909090909e-06,0.08978172420657878
LACC1,0.016060943,4.5354,2.8747e-06,0.00010150175308641975,0.08900022953189038
ASPHD1,0.010854104,5.6699,7.1456e-09,6.700464262295081e-07,0.0884171111150734
LRRC4,0.013797816,4.9211,4.3038e-07,2.1222186206896552e-05,0.08783893761212207
DKK1,0.019697957,3.9603,3.7428e-05,0.0007938300740740742,0.08719898261084236
C8orf87,0.02730113,3.2161,0.00064973,0.007515478706199462,0.08701599289802238
STAR,0.016074443,4.4652,3.9998e-06,0.00013327488932038837,0.0867692280476395
SLC16A10,0.015345133,4.5654,2.493e-06,9.063533898305086e-05,0.08598304187229656
SERPINC1,0.016084524,4.3951,5.5371e-06,0.00017402314285714287,0.08455180093019182
KLHL38,0.034460895,2.6777,0.0037068,0.02681647892074199,0.08377446488688771
NPC1L1,0.0150790885,4.5357,2.8704e-06,0.00010150175308641975,0.08356917670034798
GPN3,0.011162429,5.3819,3.6857e-08,2.635919e-06,0.08297569291676936
SEMA6D,0.013972049,4.6726,1.4869e-06,5.79891e-05,0.08142516478714443
QPCT,0.010962725,5.3033,5.6851e-08,3.825737882352941e-06,0.07942781367210963
MAP7D1,0.012544369,4.8855,5.1591e-07,2.4591709999999998e-05,0.07887179248180466
INHBC,0.018119786,3.9127,4.5627e-05,0.0009399271548619449,0.07865396998069107
ZNF385D,0.014613709,4.4203,4.9276e-06,0.000158347595505618,0.07756028114103085
KIRREL3,0.016571833,3.9791,3.4584e-05,0.0007446191217063989,0.07392901480446801
NPTXR,0.010911816,5.0925,1.7665e-07,9.841928571428573e-06,0.07368625340990641
TENM3,0.01508263,4.1906,1.3909e-05,0.0003643945648854962,0.07325187085233326
ANKRD13A,0.013276797,4.5022,3.3629e-06,0.00011495490836653387,0.07266770776600545
KCNJ11,0.012597778,4.639,1.7502e-06,6.644564601769911e-05,0.07252430337905612
TRANK1,0.0116793895,4.8414,6.4448e-07,2.9570258823529415e-05,0.07230465421016782
ENOX1,0.011166851,4.962,3.4877e-07,1.775932700296736e-05,0.07210950347027753
EGF,0.02543503,2.9388,0.0016476,0.01477158620689655,0.0707894583866083
RAB3C,0.013492464,4.3695,6.226e-06,0.00019180998204667863,0.07023894608922308
PPP2R5B,0.010885084,4.9585,3.5525e-07,1.7982566371681418e-05,0.07020297822250109
CACNA1G,0.023233956,3.1041,0.00095428,0.009891351449275361,0.07017407905999636
AMN,0.017047584,3.7556,8.6453e-05,0.001555066540880503,0.06926808309619227
CPT1C,0.010937909,4.9029,4.7228e-07,2.2764957303370785e-05,0.06919102962429793
AGRP,0.019845098,3.3892,0.00035053,0.004673733333333333,0.06857026716481887
PLCD3,0.020810932,3.2572,0.0005626,0.006708975677553857,0.06763137247772838
WFDC6,0.026125992,2.7878,0.0026535,0.021090347383047707,0.06730528179386458
SNTG2,0.022788024,3.0271,0.0012347,0.011883035333707236,0.06627756752219761
SIPA1L3,0.013033718,4.2814,9.2862e-06,0.000264702976744186,0.0655877800085081
NXPH2,0.028916053,2.5478,0.0054205,0.03480386836200449,0.06552263828725353
CCNB2,0.012546137,4.3657,6.3355e-06,0.0001948336559139785,0.06521756904417404
ZNF804A,0.011228887,4.608,2.0332e-06,7.601244444444444e-05,0.06391280246987807
MCHR1,0.014029419,4.0288,2.8033e-05,0.0006305793971166448,0.06386655093039446
LY6H,0.011695141,4.4878,3.5976e-06,0.00012176492307692308,0.06366819703420681
CMTM8,0.022593591,2.9543,0.0015667,0.014252712241653417,0.06337534260284561
DNPH1,0.011661051,4.4626,4.0487e-06,0.00013412295752895752,0.06288436784248047
GIP,0.014066199,3.96,3.7471e-05,0.0007938300740740742,0.06226128297836672
SLC25A2,0.028305683,2.477,0.0066255,0.03973910520796924,0.06167189398407655
CDHR4,0.024871837,2.6962,0.0035067,0.025815088803088804,0.06106288150715866
C16orf86,0.017875202,3.3621,0.00038675,0.005046866920152091,0.061000372326686016
PRDM7,0.014365513,3.8364,6.2418e-05,0.0012020272197309418,0.060402531027009036
ITGA9,0.018299581,3.2727,0.0005326,0.006432282899366642,0.05990548709560344
RAPSN,0.028491778,2.4116,0.0079404,0.04537371428571429,0.05983722465435426
KIF20B,0.013347062,3.9845,3.381e-05,0.0007332433333333332,0.059674111304988696
HCN4,0.013290509,3.9752,3.5153e-05,0.0007540318499999999,0.059196426886761334
HSBP1L1,0.011160133,4.4145,5.0621e-06,0.00016176096089385477,0.05910037348612148
GLT8D2,0.01793198,3.2765,0.00052553,0.006394038983050848,0.05880617981113787
GFRA4,0.020880012,2.9449,0.0016155,0.014567514450867052,0.05829058412637197
EFNA4,0.014308189,3.76,8.4947e-05,0.0015458011876988333,0.0582465191506841
NCR3LG1,0.0126729645,4.0102,3.0335e-05,0.0006734134540750324,0.057257163306135686
PRKG1,0.011140626,4.3122,8.0819e-06,0.00023626133560477003,0.05673348781323064
NCKIPSD,0.011531415,4.2196,1.2239e-05,0.0003323120886075949,0.05664524021143429
SKOR1,0.014397083,3.6779,0.00011759,0.0019841144542772863,0.056575203649143854
SOX6,0.02408175,2.5885,0.0048201,0.03210905124223602,0.05579606500633868
METAP1D,0.012629477,3.9537,3.847e-05,0.0008099941104294479,0.05575759780584836
TM4SF20,0.014016247,3.7001,0.00010776,0.0018528673346693387,0.055610054503644625
ASPDH,0.010902536,4.3082,8.2278e-06,0.00023970975891341256,0.055436302222790126
MST1R,0.011206011,4.2242,1.1989e-05,0.0003275677583465819,0.05514721228142027
PANK1,0.01704122,3.2466,0.00058395,0.0069012272727272716,0.05510490372802513
GLDC,0.0184025,3.0862,0.0010136,0.010298029568302778,0.05509953985898823
LHFPL3,0.016339429,3.3166,0.00045561,0.005736073074101247,0.05459667838988247
BNC1,0.020870227,2.8172,0.002422,0.019688072003789674,0.054592879515567704
PITPNC1,0.013099899,3.756,8.632e-05,0.001555066540880503,0.053236529792314004
CRB1,0.01851348,2.9756,0.0014619,0.013574785714285713,0.05248724008699325
XBP1,0.012187791,3.8607,5.6524e-05,0.0011034719453924915,0.051770897781128845
CACNG8,0.011436356,4.0143,2.9812e-05,0.00066352,0.0517564743535482
RAB3IP,0.016297054,3.1891,0.00071356,0.008003065098039216,0.0512798131080016
IGF2BP1,0.016942928,3.094,0.00098753,0.01012911823072325,0.05092111791107261
TCHP,0.01178217,3.8855,5.1055e-05,0.0010279101524032826,0.05056862261230862
COX8A,0.011296898,3.9664,3.6484e-05,0.0007777210434782608,0.050134475990071474
CPLX1,0.01366063,3.4972,0.00023508,0.0033870468513853905,0.04957147991742166
TENM2,0.011540002,3.8853,5.1096e-05,0.0010279101524032826,0.04952522372087601
OSBPL3,0.010970876,3.9941,3.2467e-05,0.0007131055242966751,0.04924341147036917
ENKD1,0.01317042,3.5639,0.0001827,0.0028017265415549593,0.04923447340117719
SETD7,0.011054803,3.9609,3.733e-05,0.0007937828996282527,0.04895002661678872
WSCD2,0.013362491,3.5143,0.00022045,0.0032332666666666666,0.04886248583628414
AANAT,0.014384392,3.3335,0.00042884,0.0054799559195830225,0.04844238472714582
SULT1A3,0.01249812,3.6333,0.00013991,0.0022756925118483412,0.04816964473828059
HEXIM1,0.015978407,3.0705,0.0010686,0.010681775189283635,0.04747480048841231
ARHGAP27,0.010869258,3.9167,4.4886e-05,0.0009268877978339349,0.04725832832756115
LRP8,0.019294932,2.6798,0.003683,0.026678041367665682,0.04695997233641134
DEPDC1,0.020519689,2.5593,0.0052442,0.034164947608200456,0.04679147268855843
KCNK7,0.01089983,3.8742,5.3494e-05,0.0010539116417910448,0.04656074851216602
SP7,0.011852951,3.6755,0.00011868,0.001996616470588235,0.04653021069079548
CLCN1,0.015743695,3.0582,0.0011135,0.010989702127659574,0.04649600839526734
COL7A1,0.018097,2.7815,0.0027057,0.021445640646651273,0.046468035325142175
CKMT1A,0.010846453,3.8802,5.2195e-05,0.0010390957308584687,0.046448536843866454
TSNAXIP1,0.011261797,3.788,7.593e-05,0.0014101285714285714,0.04639394801449508
DLL3,0.012283806,3.5829,0.00016988,0.002652539399454049,0.04630820122011475
ELAVL2,0.015357756,3.0971,0.00097716,0.010046773876572797,0.04622737262527831
LIN7B,0.012137802,3.5938,0.00016297,0.0025680121212121212,0.04597668715290029
CRYBA1,0.013631499,3.3314,0.00043201,0.005510833283803864,0.04586326290336245
FRMD5,0.011953018,3.5773,0.00017355,0.0026902601626016256,0.044950225231314055
HUNK,0.017824626,2.7266,0.0031991,0.024134125714285713,0.044471946063465745
DEFB135,0.01842315,2.6644,0.0038566,0.027655351441704973,0.04446971478032698
KCNK3,0.014816608,3.0781,0.0010415,0.010498534351145037,0.04418817345537298
SPHK1,0.013834793,3.2173,0.00064693,0.007500378947368422,0.04412112922525004
CKMT1B,0.012187669,3.4917,0.00023995,0.003442760869565217,0.044117890066945914
SLC12A8,0.011899927,3.5346,0.00020417,0.0030386445793581956,0.04391082667691475
PRR34,0.011669334,3.5783,0.00017291,0.0026851905882352943,0.043902133695227046
PRDM14,0.018231727,2.6526,0.0039933,0.02829699587118084,0.043731861267161116
HAS3,0.01864661,2.6088,0.0045436,0.03092747957159857,0.04368154689154257
PTPRR,0.012572566,3.3791,0.00036366,0.004811415265998458,0.04324088238793052
PAX5,0.011976033,3.4807,0.00025002,0.003560450788381743,0.04313797325076235
UCN,0.010882217,3.6865,0.00011366,0.0019291845697329377,0.04292373346724538
SH2D4B,0.020932619,2.3626,0.0090743,0.04989265876321692,0.042748319611260945
RIMS3,0.012377851,3.3527,0.00040014,0.005180587189148455,0.04205731399212638
C11orf87,0.014430599,3.0046,0.0013295,0.012569818181818182,0.04150690014042008
PKIB,0.015993163,2.7976,0.0025745,0.020596,0.04141121056871901
KCNQ4,0.018430928,2.5313,0.0056813,0.035935430888315516,0.0413876123427306
GRIP2,0.019122273,2.4644,0.006862,0.04078694838933149,0.04137198010119835
VSTM2L,0.019443676,2.4321,0.0075065,0.04359104568527918,0.041309305106891306
CYTH3,0.011596296,3.4532,0.00027694,0.0038953200000000003,0.04125514861732056
OSBPL10,0.016126221,2.7657,0.0028403,0.022235195255474453,0.04106761149474033
SYNPR,0.016391983,2.7143,0.0033205,0.02481697735191638,0.04063239034130808
SCN9A,0.016221397,2.7082,0.0033826,0.025149660311958408,0.04007900618253399
TSHZ3,0.01839122,2.4557,0.00703,0.041512319339298005,0.03959711828738891
UTRN,0.014200437,2.942,0.0016307,0.014693531200839015,0.039585506381481526
IGF2BP3,0.014285032,2.93,0.0016946,0.015090470160871823,0.03958286368826724
TMEM81,0.011207742,3.4344,0.00029689,0.004108574516129033,0.039534238784294164
NEURL2,0.016148796,2.6762,0.0037229,0.02686044705882353,0.039227341201357145
KCNH6,0.011621712,3.323,0.0004453,0.005660257777777777,0.03894839318916112
NPIPB8,0.018775927,2.3814,0.008623,0.047980116731517516,0.03875992744563668
SMLR1,0.012675926,3.1237,0.00089309,0.009413651351351353,0.03865022647432606
ZNF835,0.015328874,2.7446,0.0030293,0.02335255525606469,0.038608186764624186
TMEM139,0.012887457,3.0439,0.0011678,0.011379584327086883,0.03779416272792372
CDC42BPG,0.01114591,3.3447,0.00041187,0.0052967199999999996,0.03773157858792538
FNDC4,0.0111036375,3.3485,0.00040632,0.005234572972972973,0.03765389822391514
PHLDA1,0.016001623,2.605,0.0045943,0.031110030769230766,0.03740828461034262
SLC8A3,0.011900566,3.1695,0.00076338,0.008402566260423348,0.03709714911572001
C7orf57,0.01243537,3.0707,0.0010679,0.010681775189283635,0.036951321600414616
FAM222A,0.012210614,3.099,0.00097093,0.009988704316546762,0.03678828536076263
CASP6,0.017934138,2.3633,0.0090569,0.04982892080795127,0.03663981028196893
GALNT8,0.013937017,2.8268,0.0023511,0.01927609937888199,0.03663663934695881
UBXN2B,0.011283286,3.2502,0.00057655,0.006838183022774328,0.036548402795062024
SYT13,0.010942667,3.3142,0.00045951,0.005780932258064517,0.03652339471950043
EIF5A2,0.014214637,2.7564,0.0029221,0.022715239130434786,0.036024224566669524
TMEM17,0.012336498,3.0234,0.0012499,0.012002397313933967,0.0358143924493322
GDE1,0.010929156,3.263,0.00055113,0.006595112133891214,0.03561534283127389
CACNG3,0.011100169,3.207,0.00067065,0.007682479305740987,0.0352264315111348
C1orf189,0.014824783,2.6302,0.0042665,0.029581066666666673,0.035133672032284395
SHISA6,0.013944627,2.7381,0.0030901,0.023598627503337785,0.03500139677263688
FSTL1,0.011435041,3.1108,0.00093302,0.009750684043848965,0.03464942118369221
DCTPP1,0.0142534645,2.6551,0.0039638,0.02817680530240265,0.034235229141962094
CYGB,0.01667279,2.3642,0.0090333,0.04974692811296534,0.034081743140519614
DNASE2,0.015017705,2.5328,0.0056573,0.03584906499261447,0.03375065191175644
ALK,0.015375493,2.4742,0.0066762,0.03995939727938612,0.03344893392864544
B3GALT1,0.011720372,2.9681,0.0014982,0.013793362660944206,0.033103372717183006
PCYOX1L,0.01504189,2.4808,0.0065551,0.03956088717047452,0.032842773671706085
CD101,0.013936895,2.6157,0.0044519,0.03046036842105263,0.032771975850347475
SCN1A,0.01363202,2.6517,0.0040044,0.028359679735864632,0.032682257394011587
MYBPC2,0.014208363,2.5614,0.0052119,0.03405796039603961,0.0324377485057377
PCDH8,0.013541536,2.6477,0.0040518,0.02864807911001236,0.032396120731266034
ZPBP,0.015037789,2.4341,0.0074643,0.04340474008810573,0.03198554132612613
STAC2,0.011164452,2.9828,0.001428,0.013305986970684039,0.03176590035498834
KCNAB3,0.011734996,2.883,0.0019696,0.016975558011049725,0.03175046292989586
FAM135B,0.012844344,2.7088,0.0033766,0.025148635416666665,0.03174505801338923
XKR4,0.0127576245,2.7112,0.0033523,0.02502195215311005,0.031570746340758855
CCDC9,0.01262192,2.7266,0.0031996,0.024134125714285713,0.031490482632249094
CCDC150,0.011998876,2.812,0.0024618,0.019933930188679245,0.03130203455990383
SLC5A10,0.011427173,2.8921,0.0019136,0.016592913592723597,0.031060757008051786
PCDHGA1,0.011899481,2.8109,0.00247,0.019983592644978784,0.031025553065928718
HSD17B13,0.012876955,2.6528,0.0039912,0.02829699587118084,0.030890482396936994
GHDC,0.011560158,2.8582,0.0021305,0.017991820866141733,0.030883175514435295
LIN7A,0.013752732,2.5313,0.0056814,0.035935430888315516,0.030882373532572394
EBF4,0.011094923,2.9352,0.0016667,0.01491166423357664,0.030823277837047205
ROBO2,0.013024198,2.5964,0.0047106,0.03169493657008614,0.030306315940779642
CCDC114,0.013618181,2.4991,0.0062247,0.03825782664756447,0.03004009454734695
GNG4,0.0128114475,2.6083,0.0045494,0.030954680412371136,0.03000499779220572
CLEC18B,0.012141765,2.7066,0.0033983,0.025219415730337078,0.029974840096945968
CCL27,0.013118153,2.562,0.005204,0.03403225609756098,0.029957436857859853
PCDHGA5,0.013907923,2.4561,0.0070223,0.04148703201376936,0.029950998975222288
DRICH1,0.013628266,2.4698,0.0067597,0.040346592,0.029574326331060403
TNK1,0.010925737,2.8648,0.0020864,0.017724071287128714,0.029287557107471725
COQ3,0.012286071,2.6376,0.0041748,0.029192977995110024,0.029233039034333094
ASXL3,0.011838392,2.6768,0.0037166,0.026853413052631583,0.028765566255382923
PRC1,0.012693295,2.5239,0.0058033,0.036451181551976575,0.028386332663160506
PRSS27,0.012191461,2.5948,0.0047325,0.031759757528353534,0.02834404200266951
SH2D3C,0.011353747,2.6865,0.00361,0.02628239287229529,0.027731445278885245
PTF1A,0.012578972,2.4934,0.0063262,0.038687666429080544,0.027659361668697688
KCNC2,0.012225009,2.5386,0.0055649,0.035420505934718106,0.027561804009054683
INAFM1,0.012106765,2.5355,0.0056146,0.035631115384615386,0.02724846812006735
SOX11,0.013040509,2.3838,0.0085665,0.04774314387788242,0.026957295616424914
CD274,0.012620423,2.4401,0.0073419,0.04285564081632653,0.02693439993571755
ARHGAP12,0.01111103,2.6631,0.0038716,0.027716585732165205,0.026801021226823978
EDEM2,0.010923186,2.6845,0.0036324,0.026389493649449616,0.026650458379291087
FSD2,0.012267888,2.4495,0.0071528,0.04206846333104867,0.026321047128912572
CDH10,0.011383462,2.581,0.0049257,0.032672984924623116,0.026267703318649627
C19orf81,0.0110979555,2.6195,0.0044024,0.0302180736,0.026150229075367935
RPP25,0.012571036,2.3889,0.0084494,0.04730561305057096,0.026061946617761744
CACNA1A,0.011794274,2.4995,0.0062184,0.03823279971336438,0.026021958478547116
GPR176,0.0122912,2.4202,0.007755,0.044656308724832214,0.025939572153418546
TIMP4,0.011825291,2.4782,0.0066029,0.039691512605042015,0.02578227139327415
TMEM160,0.011393274,2.5317,0.0056759,0.035935430888315516,0.02558889765520848
MFSD11,0.010990801,2.5952,0.0047271,0.03173592957746479,0.025558065910391937
VSTM2B,0.011810121,2.4248,0.0076582,0.044232484685291146,0.0249887196451711
SPOCK1,0.012226491,2.3635,0.009052,0.04982892080795127,0.02498184442780209
CLIC5,0.0111404,2.526,0.0057682,0.03628383870967742,0.024942906528193576
PLEKHG2,0.012078602,2.3621,0.009086,0.049918901408450705,0.02466000319673843
TNFRSF8,0.011648622,2.4255,0.0076427,0.04416244444444445,0.024657257748530174
SLC52A1,0.011831827,2.3877,0.0084763,0.04737892768729642,0.024513104410812434
RNF157,0.011512866,2.4356,0.0074338,0.043271373134328356,0.024508463966046487
ZNF747,0.011323226,2.4625,0.0068992,0.04093716182572615,0.024471770356953672
IL11RA,0.010858005,2.5234,0.0058113,0.03647472860277981,0.024275531732346724
ADCY2,0.011710193,2.3874,0.0084846,0.04739242434103482,0.024256126400366996
MAP3K9,0.011648468,2.382,0.0086097,0.04793720051914341,0.024054225980550115
SEMA4G,0.011427033,2.4053,0.0080803,0.04591322781456954,0.0239118951807085
UNC119B,0.010891932,2.4821,0.0065302,0.03948493023255814,0.023799672166664246
KIAA1211,0.011256549,2.3883,0.0084637,0.047339338983050844,0.023328519469542043
SYN2,0.011119491,2.4077,0.0080275,0.045719183538001994,0.02330000033704738
