gene,expression,group,donor,supertype
CALB1,0.6077691143497569,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.8445643734915431,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_1
CALB1,0.4741963805763733,Vulnerable,H19.30.002,Sst_3
CALB1,0.8232423842494154,Vulnerable,H19.30.002,Sst_25
CALB1,0.8103057235962705,Vulnerable,H19.30.002,Sst_22
CALB1,1.054628143594691,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_4
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.6194218698874383,Vulnerable,H19.30.002,Sst_3
CALB1,0.6298185597093693,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.6883075607645479,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.190857635525158,Not depleted,H19.30.002,Sst_23
CALB1,0.46938944762341483,Vulnerable,H19.30.002,Sst_3
CALB1,0.7701511871733193,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.9971054641514113,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.4956471764981682,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.6150960579509082,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.9847523651441981,Vulnerable,H19.30.002,Sst_20
CALB1,0.6014387540704463,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.556399152401291,Not depleted,H19.30.002,Sst_23
CALB1,0.29903253871914814,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.9860676096733152,Vulnerable,H19.30.002,Sst_3
CALB1,0.8230632055504795,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_25
CALB1,1.5804787375161231,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_4
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,1.1241378313067492,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.439243298331167,Vulnerable,H19.30.002,Sst_25
CALB1,1.2640066759970534,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.7845721323479701,Not depleted,H19.30.002,Sst_23
CALB1,1.0574405315391318,Not depleted,H19.30.002,Sst_23
CALB1,0.6886526793694907,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_4
CALB1,0.7351411265132498,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,1.2671433771125726,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.35082495296493915,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.064232695773553,Not depleted,H19.30.002,Sst_23
CALB1,0.4425283077080692,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.8933126250098685,Vulnerable,H19.30.002,Sst_20
CALB1,0.6835376449889577,Vulnerable,H19.30.002,Sst_3
CALB1,1.1199940102215358,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,1.1089174920096674,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_7
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.6593486340603651,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,2.1050126959476243,Vulnerable,H19.30.002,Sst_2
CALB1,1.1591511332137532,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.7289226682002263,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.7383491467417761,Vulnerable,H19.30.002,Sst_3
CALB1,1.2534181164929052,Vulnerable,H19.30.002,Sst_25
CALB1,2.1868039068159932,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.6968172784428623,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_1
CALB1,0.39548696405491446,Not depleted,H19.30.002,Sst_5
CALB1,0.4562649104124162,Vulnerable,H19.30.002,Sst_22
CALB1,2.077242570377909,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_4
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,1.3550814908057485,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.9887095144370321,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.62354979498881,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.8586178247966848,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.9802393582387848,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.8725681543321432,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.9921135548589062,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.8883970660668604,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.9007089082458882,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,1.0338683952321235,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,1.2690093473681214,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.1637492765106174,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.5290396036027022,Not depleted,H19.30.002,Sst_23
CALB1,1.0720298907379637,Vulnerable,H19.30.002,Sst_3
CALB1,0.5686782410354151,Vulnerable,H19.30.002,Sst_3
CALB1,1.3476735439520082,Not depleted,H19.30.002,Sst_23
CALB1,1.2022140142925126,Vulnerable,H19.30.002,Sst_2
CALB1,1.7877084836626256,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.4039707118151108,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.6330745265226069,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.2104988022750978,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_7
CALB1,0.4507831880676944,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.6452880487142965,Not depleted,H19.30.002,Sst_23
CALB1,0.7652619699694195,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.4375110545928557,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,1.3974522680316768,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.6422852383734096,Vulnerable,H19.30.002,Sst_22
CALB1,0.5719194890426162,Vulnerable,H19.30.002,Sst_20
CALB1,0.5978083658042059,Vulnerable,H19.30.002,Sst_20
CALB1,1.0192679634315913,Not depleted,H19.30.002,Sst_23
CALB1,1.835190155653099,Vulnerable,H19.30.002,Sst_25
CALB1,0.8534657036071531,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.854253073592661,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.8039796745160617,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.5344819802342515,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,1.8814436790656117,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,1.2016445145663448,Vulnerable,H19.30.002,Sst_20
CALB1,0.7512132780660901,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,0.8660118568185772,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.411779938421142,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.6964131048295382,Vulnerable,H19.30.002,Sst_25
CALB1,1.4015806782412101,Vulnerable,H19.30.002,Sst_25
CALB1,0.606438990062648,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.5304183360769683,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,1.9069984160353208,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.7337309225530552,Vulnerable,H19.30.002,Sst_25
CALB1,0.4581152981426255,Vulnerable,H19.30.002,Sst_3
CALB1,0.7914364215353276,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.5212798189440351,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.7355716625515683,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.2008861188186142,Vulnerable,H19.30.002,Sst_25
CALB1,0.7710869321350831,Vulnerable,H19.30.002,Sst_20
CALB1,0.6502410181736504,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.8591406275823776,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_1
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_25
CALB1,0.6645286796330396,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,1.2950321807050662,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.6794349186959634,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.4849315908075332,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.8345516709524402,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.9070611298604011,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.7318220880500694,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.1230170693503272,Vulnerable,H19.30.002,Sst_25
CALB1,1.4817384945661516,Vulnerable,H19.30.002,Sst_25
CALB1,0.6785726574026768,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.7549319724972114,Vulnerable,H19.30.002,Sst_25
CALB1,1.5337592596222624,Vulnerable,H19.30.002,Sst_3
CALB1,0.536862331892487,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.6181964377479661,Vulnerable,H19.30.002,Sst_3
CALB1,0.7382636000261383,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.5721885033005785,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.4480814705992011,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.8208482109553249,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.8161036781669266,Vulnerable,H19.30.002,Sst_3
CALB1,0.6281423502509494,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_5
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,1.0615044234946338,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,1.5065711636546766,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_5
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,0.4546608784176759,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.7901192167775298,Not depleted,H19.30.002,Sst_23
CALB1,0.6409221290334448,Vulnerable,H19.30.002,Sst_20
CALB1,0.5631528662036057,Vulnerable,H19.30.002,Sst_20
CALB1,0.4892753754099144,Vulnerable,H19.30.002,Sst_22
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.7604373805703134,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.8407986876901032,Not depleted,H19.30.002,Sst_11
CALB1,0.908457929478141,Vulnerable,H19.30.002,Sst_3
CALB1,0.47248439329599445,Vulnerable,H19.30.002,Sst_3
CALB1,0.5464212464544042,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.7275372354821208,Not depleted,H19.30.002,Sst_11
CALB1,1.3412434322282447,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.7917004169361602,Vulnerable,H19.30.002,Sst_3
CALB1,0.9591695184863753,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.3416839067463686,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,0.8883128201792145,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_10
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,1.338504189125241,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,1.918786489906458,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.0706796839820258,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Not depleted,H19.30.002,Sst_1
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.7085974290643501,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.48138515991264863,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.099012448737475,Vulnerable,H19.30.002,Sst_20
CALB1,0.9950054843245518,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.8854167183787229,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_22
CALB1,0.6834890784828003,Vulnerable,H19.30.002,Sst_2
CALB1,0.4783338611619563,Vulnerable,H19.30.002,Sst_22
CALB1,1.0659768630459716,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.9483167888010324,Vulnerable,H19.30.002,Sst_22
CALB1,1.0652701384474748,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.7282015565147898,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.4081327830260533,Vulnerable,H19.30.002,Sst_3
CALB1,1.9162490937904368,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,1.3925518421147487,Not depleted,H19.30.002,Sst_23
CALB1,0.7537651847901448,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,1.4459892893498352,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.44758241328913206,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_20
CALB1,0.6079596231530132,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_7
CALB1,0.7163805749657525,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_12
CALB1,0.0,Not depleted,H19.30.002,Sst_23
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,1.3194942649188888,Vulnerable,H19.30.002,Sst_3
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,1.195928851396237,Vulnerable,H19.30.002,Sst_20
CALB1,1.0824120261875285,Not depleted,H19.30.002,Sst_11
CALB1,0.0,Not depleted,H19.30.002,Sst_4
CALB1,0.0,Not depleted,H19.30.002,Sst_13
CALB1,0.9191275918622975,Vulnerable,H19.30.002,Sst_25
CALB1,0.0,Not depleted,H19.30.002,Sst_19
CALB1,0.0,Vulnerable,H19.30.002,Sst_2
CALB1,0.0,Not depleted,H19.30.002,Sst_9
CALB1,0.0,Not depleted,H19.30.002,Sst_1
