pathway,pval,padj,log2err,ES,NES,size,leadingEdge,signature,source
GOBP_AEROBIC_RESPIRATION,0.06346586646661666,0.7672134180751761,0.06868906989776993,-0.3006566061499555,-1.3002024819053215,124,IDH3A|OGDHL|SLC25A33|NDUFS2|ACO2|NDUFS6|OGDH|IDH2|SDHC|UQCRC1|NDUFV1|NNT|ACO1|PANK2|NDUFA1|DNAJC15|NDUFS7|NDUFS3|BCL2L13|UQCRC2|SURF1|NDUFB2|OXA1L|COX6C|NDUFB1|NDUFAB1|UCN|COX5A|NDUFA4|NDUFAF1|MSH2|ISCU|NDUFS5|UQCRFS1|UQCC2|SDHB|PARK7|STOML2|MLXIPL|MTFR1L,non_depleted,C5:GO:BP
GOBP_AGGREPHAGY,0.36430964556515605,0.8788951961892271,0.02827642772731841,-0.38520476437684414,-1.070190260645778,15,WDR81|ATG4D|WDFY3|LYPLA1,non_depleted,C5:GO:BP
GOBP_ALANINE_TRANSPORT,0.5908269317668323,0.9359352298503051,0.024247892999427874,0.336253103997732,0.8960976485473059,11,SLC38A1|SLC7A5|SLC1A4,non_depleted,C5:GO:BP
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,0.12307931088002483,0.8164463548382052,0.04917526063972247,-0.30698198634618,-1.2444490630366651,83,SREBF2|DHDDS|TM7SF2|MVD|QKI|KPNB1|LSS|SREBF1|IP6K1|SRD5A3|LPCAT3|FGF1|PRKG1|CYB5R3|FDPS|DHCR24|GOT1|PRKAA1|IPPK|PPIP5K2|ABCA2|LIPA|DGKQ|NUS1|SPTLC1|PARK7|ADCYAP1R1|SEC14L2|C7orf50|IMPA1|IDI1|AGK|HMGCS1|SPTSSB|PRKACA|PTS,non_depleted,C5:GO:BP
GOBP_ALCOHOL_CATABOLIC_PROCESS,0.765870185449358,0.9754249935872025,0.016629272896308948,-0.29696015072460663,-0.7777061580067252,12,GK5|CYP46A1|SRD5A3,non_depleted,C5:GO:BP
GOBP_ALCOHOL_METABOLIC_PROCESS,0.5854043959201264,0.934165849277574,0.017398321132689486,-0.2088707416410673,-0.946801282624857,173,IDH3A|PRKG2|SREBF2|DHDDS|ACADVL|TM7SF2|GK5|IDH2|SGPP1|ALDH1A2|MVD|QKI|PLCB1|KPNB1|DGAT1|LSS|SREBF1|STARD3|CYP46A1|IP6K1|SRD5A3|LPCAT3|FGF1|GDE1|PRKG1|LIPC|CYB5R3|FDPS|DHCR24|LMF1|GOT1|PRKAA1|IPPK|PPIP5K2|ABCA2|SULT1A1|INPP5J|LIPA|DGKQ|PECR|IGF1|NUS1|SPTLC1|SGPP2|PARK7|ADCYAP1R1|SEC14L2,non_depleted,C5:GO:BP
GOBP_ALDEHYDE_METABOLIC_PROCESS,0.8615308397324746,0.990922551986094,0.019758492188132984,0.21320982801265512,0.7535586865008855,30,ALDH9A1|MGAT4A|IDH1|HAGH|ALDH8A1|DKK3|PDXK|TPI1|ALDH3A2|RDH11,non_depleted,C5:GO:BP
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.9196324143692565,0.9991272486135765,0.01304084218047109,-0.2070413161156202,-0.6821724356071849,29,GOT2|SEPHS1|ASS1|OAT|ASL|GOT1|APIP|PARK7|SERINC3|SERINC5|CAD,non_depleted,C5:GO:BP
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,0.8464012251148545,0.989421550271938,0.012980355397778295,-0.19602649043621428,-0.8057649490938401,90,FTCD|NAT8L|GCLC|GOT2|ACAD8|GPT2|MCCC2|RIMKLA|SEPHS1|ARG2|ASS1|P4HB|SMS|FPGS|OAT,non_depleted,C5:GO:BP
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.08953584180170283,0.7713779917858661,0.07865267464404885,0.29714230990852014,1.2686940664147743,71,RIPK2|IL6ST|RUNX1|HMGB1|CD55|CD247|HSPH1|KMT2A|ZBTB16|CD83|ATF2|DOCK2|PRR7|RC3H1|KLHL25,non_depleted,C5:GO:BP
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.029250457038391225,0.6636022232236743,0.13586292637765363,0.3612892394285975,1.4392159610460342,50,RIPK2|IL6ST|RUNX1|HMGB1|KMT2A|ZBTB16|CD83|ATF2|PRR7|RC3H1|KLHL25,non_depleted,C5:GO:BP
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,0.5430543572044866,0.9297444128904804,0.021292264931076277,-0.3233888161725856,-0.9351058660822835,17,ITCH|CD81|CBLB|ARG2|MAPK8IP1|JAK2|HLA-A|PRKCQ|NDFIP1,non_depleted,C5:GO:BP
GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,0.39239598278335724,0.8847534056454346,0.02726456408184125,-0.4144671769074192,-1.057423504183723,11,ACOX1|HSD17B4|FADS1,non_depleted,C5:GO:BP
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.6760980867690649,0.9530277209198936,0.02493190766138743,0.21596413597523062,0.8925861981859111,60,RBPMS|HNRNPU|YTHDC1|HNRNPUL1|SRSF8|KHDRBS1|RBMX|RBFOX1|SAP18|DDX5|MAGOH|CELF4|NOVA1|KHDRBS3|THUMPD2|NCBP1|RBM25|SFSWAP,non_depleted,C5:GO:BP
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.2391371340523883,0.8495192171705267,0.04975720027483711,0.23076360980080302,1.0939173727169649,134,APPL2|IRS2|ACVR1B|CLASP2|BAG4|ARHGAP5|SEMA5A|PPARD|JUN|PTPRR|SEMA3A|WDPCP|CLASP1|LRP5|ROCK1|CAPN7|PKN1|SEMA4F|PFN2|PTK2|ACVR1|TESK1|SEMA4D|AMOTL1|MAPRE2|CD63|ADAM9|ITGB1BP1|RAC1|RAB11A|EDNRA|CAP1|NRP1|SEMA6A|CYGB|HBEGF|C1QBP|ACVR2B|MAP4K4|SHH|SEMA4A|PLCG2|SRGAP2|ZFAND5|CFL1|VEGFA|TMEM201|FER|WASF2|ERBB4,non_depleted,C5:GO:BP
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,0.21054230593954124,0.8355857080288596,0.03597394338037907,-0.2759709641802043,-1.1505304772614007,98,HACD1|B3GALT2|DCAKD|ST8SIA6|ST8SIA4|GCLC|GGT7|FASN|DEGS1|ACSF3|UGCG|B4GALT6|PANK2|ST3GAL1|ARG2|ELOVL6|ASS1|ACSL1|OSBP|HSD17B12|PANK1|B4GALT3|SLC1A2|ASL|ST3GAL2|PRKAA1,non_depleted,C5:GO:BP
GOBP_AMIDE_METABOLIC_PROCESS,0.4033080634045486,0.8850003555766267,0.022435040084764258,-0.21515530740606628,-1.0227806023964736,256,HACD1|B3GALT2|FTCD|DCAKD|PCSK7|ST8SIA6|OGDH|ST8SIA4|GCLC|GGT7|MVD|TM9SF2|FASN|DEGS1|FITM2|ACSF3|UGCG|B4GALT6|SLC25A16|PANK2|ST6GAL1|MCCC2|DGAT1|PCSK6|ST3GAL1|ARG2|GDA|ADAM10|HSD17B4|ELOVL6|PSEN1|ASS1|P4HB|SPON1|ACSL1|OSBP|FPGS|ECE1|HSD17B12|RTN2|SCG5|PANK1|GSTO1|B4GALT3|MTOR|CTSL|SLC1A2|ATP6AP2|GPAT4|LRP4|ASL|ROCK2|ST3GAL2|PRKAA1|AMDHD2|APH1B|ABCA7|B4GALT4|ABCA2|NPL|ARL6IP5|ASAH2B|AAAS|BACE1|GNE|CROT|FURIN|IGF1|SPTLC1|ALDH1L2,non_depleted,C5:GO:BP
GOBP_AMIDE_TRANSPORT,0.12974455188338865,0.8164463548382052,0.04591694994335832,-0.26587144153385023,-1.1967891384193725,163,PICK1|SLC15A4|NMU|VGF|CAPN10|GABBR1|LRRC8A|PPP3CB|SGPP1|PFKM|PLCB1|SLC25A16|SLC25A22|SLC25A39|MFSD1|RAB3A|SREBF1|CPLX1|GNAO1|SLC13A3|EFNA5|OSBP|ANO1|STX4|GNAZ|BRSK2|PSAP|EIPR1|UCN|JAK2|PRKAR1A|NLGN2|FOXO1|SLC14A2|C2CD2L|EPHA5|RAB11B|ABCA2|HADH|ABCB9|PER2|FAM3A|GPLD1|UQCC2|UBE2Q1|OXCT1|DYNLL1|PARK7|MLXIPL|SLC27A1|PLA2G6|ITSN1|PFKFB2|CHGA|PTPRN2|STXBP3|PTPN11|TRPV1|PCLO|ABCC1|SMAD2|ABCC8|PRKCA,non_depleted,C5:GO:BP
GOBP_AMINE_BIOSYNTHETIC_PROCESS,0.5813156692553677,0.9338981103686985,0.024695362201425368,0.31156053017537993,0.9000660704877455,14,SNCA|AZIN1,non_depleted,C5:GO:BP
GOBP_AMINE_CATABOLIC_PROCESS,0.2930411206507004,0.8598469037403472,0.03737978939469848,0.42489004290883003,1.132310642831522,11,ATP2B4|HNMT|DMGDH|PDE1B,non_depleted,C5:GO:BP
GOBP_AMINE_METABOLIC_PROCESS,0.19139004149377592,0.8266495259199604,0.0511279601048567,0.3042403687868952,1.1796938812391977,44,ATP2B4|SNCA|AZIN1|HPRT1|HNMT|MECP2|SLC1A1|GRIN2A|SNCAIP|DMGDH|PDE1B|RNF180|AZIN2|NAAA|EDNRA|GCDH,non_depleted,C5:GO:BP
GOBP_AMINE_TRANSPORT,0.23230820105820105,0.8495192171705267,0.035690366102832737,-0.3314783246723338,-1.1662696539048096,39,SLC44A2|GABBR1|KCNA2|SLC12A2|TOR1A|DTNBP1|PSEN1|SYT11|PRKG1|CHRNB2|RGS4|SLC38A2|ARL6IP5|PER2,non_depleted,C5:GO:BP
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,0.36023391812865496,0.874502883333447,0.027522389536211066,-0.3242136453560616,-1.0682390175017946,29,CHST12|EXT1|B3GALT6|B3GAT1|CLTC|B4GAT1|AP2A1|NFKB1,non_depleted,C5:GO:BP
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,0.24711125784087157,0.8495192171705267,0.03439037706486101,-0.32437441827934343,-1.1477061410765135,40,CHST12|EXT1|B3GALT6|B3GAT1|CLTC|NDST1|DSEL|B4GAT1|AP2A1|NFKB1|GNS,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_ACTIVATION,0.3858620689655172,0.8833786594144936,0.026871811746650077,-0.3534846610223397,-1.0498770107770985,19,TARS2|LRRC47|FARSB|IARS2|EARS2|LARS2|HARS2,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,0.6536728255971158,0.9498793099880156,0.022571291957929323,0.3293793276541337,0.8501422283530382,10,ALDH9A1|DMGDH,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.4274152756702074,0.8944905194509469,0.03199714411529578,0.26766899262231464,1.0118040356925444,39,SLC38A1|DPYD|ATP2B4|MTRR|GAD1|GLUL,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_CATABOLIC_PROCESS,0.925709737330857,0.9991272486135765,0.01971067567339299,0.18261317216659825,0.7452081367011772,56,ATP2B4|HIBCH|MTRR|MCCC1|HNMT|GAD1|ALDH8A1|GLUL|HMGCL|DBT|AADAT|BCAT1|PPM1K|RIDA|AUH|HIBADH|ACADSB,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,0.5827313959348228,0.9338981103686985,0.019797753759041973,-0.28644578748248856,-0.911409229485779,25,SLC1A6|PSEN1|SLC7A8|SLC36A4|RGS4|SLC1A2|SLC38A2|ARL6IP5|PER2,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_METABOLIC_PROCESS,0.7662721893491125,0.9754249935872025,0.013918368406786286,-0.19713617383117743,-0.860056010789695,130,FTCD|NAT8L|GCLC|PEPD|GOT2|ACAD8|GPT2|TARS2|LRRC47|MCCC2|RIMKLA|SEPHS1|ARG2|FARSB|ASS1|P4HB|SLC25A44|SMS|FPGS|OAT|ETFA|IARS2|EARS2|AFMID|ATCAY|PCCB|LARS2|ASL|GOT1,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,0.09645890081717673,0.7808537152981097,0.057027802598162425,-0.34323801541169924,-1.3042261369825554,57,LRRC8B|SLC15A4|SLC7A6|SLC38A10|LRRC8A|SLC1A6|TTYH3|SLC25A22|SLC25A29|PSEN1|SLC7A8|SLC36A4|RGS4|SLC1A2|SLC38A2|ARL6IP5|PER2|TMEM44,non_depleted,C5:GO:BP
GOBP_AMINO_ACID_TRANSPORT,0.05383435582822086,0.7672134180751761,0.07569778552103555,-0.3285317376779556,-1.3522353260679278,91,LRRC8B|SLC15A4|SLC7A6|GABBR1|SLC38A10|LRRC8A|NF1|SLC1A6|TTYH3|SLC12A2|DTNBP1|KCNK2|SLC25A22|GIPC1|SLC25A29|PIANP|PSEN1|SLC25A44|SLC17A5|SLC7A8|PRKG1|SLC36A4|RGS4|SLC1A2,non_depleted,C5:GO:BP
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,0.9693295292439372,0.9991272486135765,0.013221000499380854,-0.20972207978668855,-0.549239190922092,12,AMDHD2|GNE|GFPT1|UAP1|GNPDA2|GNPNAT1|GNPDA1|UAP1L1|GFPT2|NANS|PGM3|NAGK,non_depleted,C5:GO:BP
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,0.6932998324958124,0.9594879821131466,0.017169794903992543,-0.2586688710891728,-0.8447641701493221,28,ST6GAL1|ST3GAL1|MGAT1|EXTL2|AMDHD2|NPL|FN3K|GNE,non_depleted,C5:GO:BP
GOBP_AMMONIUM_ION_METABOLIC_PROCESS,0.2371415566681839,0.8495192171705267,0.04231202342206551,0.43338994705230105,1.1886095206141725,12,HNMT|GRIN2A|DMGDH|PDE1B|RNF180,non_depleted,C5:GO:BP
GOBP_AMP_METABOLIC_PROCESS,0.20108450067781292,0.8274132732808368,0.046171470225022805,0.4637289374453907,1.2358143477865355,11,AK4|HPRT1|PAICS|PPAT|NUDT2|AK3,non_depleted,C5:GO:BP
GOBP_AMYLOID_BETA_CLEARANCE,0.9400205058099795,0.9991272486135765,0.013048748273631233,-0.20890840174163697,-0.6378576207911477,21,SREBF2|CLTC|LRPAP1|LRP4|RAB11B|ABCA7|LDLR|LRP1|PICALM,non_depleted,C5:GO:BP
GOBP_AMYLOID_BETA_FORMATION,0.7618811881188119,0.9736453487299624,0.02163773582489685,0.22374874098978786,0.8321789905847744,36,SORL1|CLU|ROCK1|PRNP|EPHA4|CASP3|NCSTN,non_depleted,C5:GO:BP
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,0.948976948976949,0.9991272486135765,0.018973936179792882,0.17888435080100448,0.6890593737778804,43,SORL1|CLU|ROCK1|PRNP|EPHA4|CASP3|NCSTN|HAP1|IFNGR1|IDE|SLC2A13,non_depleted,C5:GO:BP
GOBP_AMYLOID_FIBRIL_FORMATION,0.6396329365079365,0.9475387719037107,0.02447600793917775,0.25553611604870397,0.8904654075750823,28,CLU|SNCA|USP8|CRYAB|PFDN6|SIAH1|MDM2|PFDN4|SIAH2|VBP1|APP|VHL,non_depleted,C5:GO:BP
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,0.2600430416068867,0.8519966234669051,0.03503991267717838,-0.46215194494307343,-1.179080893047866,11,ITM2C|NECAB3|AGO2|ABCA7|ABCA2,non_depleted,C5:GO:BP
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.9056296778392451,0.9991272486135765,0.012878295894501906,-0.1999836616048128,-0.7213942039291005,44,ADAM19|ADAM10|PSEN1|SPON1|RTN2|ADAM17|DHCR24|ROCK2|APH1B|FLOT2|ABCA7|ABCA2|BACE1|IGF1|CSNK1E|PICALM|NTRK2|CHRNA7|LRRTM3|APH1A|RTN3,non_depleted,C5:GO:BP
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,0.7208406866677363,0.9626012559814967,0.015974107519636547,-0.22608689728485684,-0.8561085790108287,56,ADAM19|ITM2C|NECAB3|ADAM10|PSEN1|SPON1|RTN2|AGO2|ADAM17|DHCR24|ROCK2|APH1B|FLOT2|ABCA7|ABCA2|BACE1|IGF1|NSG1|CSNK1E|PICALM|NTRK2|CHRNA7|LRRTM3|APH1A|RTN3,non_depleted,C5:GO:BP
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,0.9276270006958942,0.9991272486135765,0.013500532880474281,-0.22531420577921388,-0.6390696253387835,16,ANAPC7|ANAPC13|ANAPC5|ANAPC11|ANAPC1,non_depleted,C5:GO:BP
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,0.7422717469446442,0.9662924376119714,0.017201684786716444,-0.31825472646430997,-0.7901950892414515,10,KCNA2|DAB1|PLXNA3|HSPA5|PLXNA4,non_depleted,C5:GO:BP
GOBP_ANATOMICAL_STRUCTURE_MATURATION,0.6886083558761648,0.958229784199126,0.015689872358055686,-0.2081211651118312,-0.8915231778371535,116,ANKS1A|PICK1|BRD1|NTN4|BCL2|NF1|ALDH1A2|EXT1|MAP3K13|B4GALT6|HEATR3|GDF11,non_depleted,C5:GO:BP
GOBP_ANDROGEN_METABOLIC_PROCESS,0.7842648629405482,0.9777066346616732,0.016257962705600836,-0.2877397537384765,-0.7698693183085256,13,HSD17B4|SRD5A3|PLEKHA1,non_depleted,C5:GO:BP
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.5128846634976232,0.9268164481519613,0.0284151918036318,0.25782272333526457,0.9650833260128056,37,PRMT2|NCOR2|SHQ1|SFRP1|RNF6|PKN1|TCF7L2|PIAS2|DDX5|AR|SAFB|UBE3A,non_depleted,C5:GO:BP
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,0.20256318974724102,0.8289678363025679,0.040269694795322115,-0.46415599850616635,-1.2418842287727028,13,MCAM|SLC12A2|ADIPOR2|VEGFB|DAG1,non_depleted,C5:GO:BP
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY,0.679585398828301,0.9547895377189864,0.021956707577150927,0.3236190124692785,0.8352746068111944,10,AHCYL1|ROCK1|PPP3CA|RAC1,non_depleted,C5:GO:BP
GOBP_ANIMAL_ORGAN_FORMATION,0.8660729289195094,0.990922551986094,0.013991009462674021,-0.2280907675496638,-0.7200642769012257,24,EXT1|AXIN2|FGF1|CITED2|ROBO2|MEF2C,non_depleted,C5:GO:BP
GOBP_ANIMAL_ORGAN_MATURATION,0.6125169453230909,0.9417149861239769,0.023659346074471215,0.3308080084625328,0.8815867421877905,11,ZBTB16|RFLNA|SEMA4D|RYR1|XYLT1,non_depleted,C5:GO:BP
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,0.374038954382368,0.8792966495807732,0.02247303826806378,-0.20620555539557645,-1.0301091372059732,426,WWOX|HACD1|SDK1|FAT1|KCNQ4|SPARC|PRICKLE1|NTN4|BCL2|TUBA1A|ANKRD24|NEDD4|NF1|EPHB2|BBS7|PROM1|ALDH1A2|PKD1|EXT1|GLG1|WLS|FLRT2|KIF26B|AP3B1|NSD2|AJAP1|THRB|ARL13B|MAN2A1|GDF11|TAB1|FBXW7|FBN1|PAFAH1B1|PHACTR4|LAMA5|THY1|NDST1|DLC1|SDK2|ETV5|SHANK3|SUFU|SKI|ASXL3|TLE2|PDGFC|FBXW11|FGF9|PEX7|PSEN1|AXIN2|DVL2|IFT57|HCN1|PCGF2|DCN|RAB37|MYO6|FRAS1|CCDC40|TMEM59L|FGF1|RAB33B|CITED2|C12orf57|EVL|NFKB1|OLFM3|TTC8|PLEKHA1|CDON|DVL1|MTOR|ARID5B|RING1|TPRN|ROBO2|POC5|NDRG4|SOS1|LRP4|NFIB|AHI1|SRC|SOX5|MEF2C|CDH2|KRAS,non_depleted,C5:GO:BP
GOBP_ANIMAL_ORGAN_REGENERATION,0.4992438245672996,0.9230769230769231,0.022193539126078802,-0.3067114052280388,-0.9682633304077025,24,FLT3|SRSF5,non_depleted,C5:GO:BP
GOBP_ANOIKIS,0.9744639845820284,0.9991272486135765,0.017506873948808763,0.1830520381278654,0.5811906442458873,20,PIK3CA,non_depleted,C5:GO:BP
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,0.3325491514031255,0.8707665648547649,0.029049387356143833,-0.3468191048880023,-1.0948801245203135,24,PRICKLE1|WLS|EPB41L5|PCSK6|SKI,non_depleted,C5:GO:BP
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,0.304946599213041,0.8610305050163585,0.041365084549852923,0.2454690543239698,1.070237767815352,80,RBPJ|TSHZ1|TULP3|CRKL|KMT2A|ZBTB16|DLL1|TDRKH|TDRD6|SFRP1|WNT2B|ATM|PGAP1|MLLT3|MIB1|LRP5|BASP1|PPP2R3A,non_depleted,C5:GO:BP
GOBP_ANTEROGRADE_AXONAL_TRANSPORT,0.09738756613756613,0.7838648472987789,0.05769409323343745,-0.37815241368855546,-1.3304872500238913,39,AP3M2|SPG7|KIF5A|AP3B1|DTNBP1|KIF1B|AP3D1|RAB27B|KIF21A|KIF1A|SPAST|AP3M1|KIF3B|KIF3A|KIF5C|NETO1|BLOC1S2|TRIM46,non_depleted,C5:GO:BP
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT,0.26347951114306256,0.8519966234669051,0.034815490918796835,-0.4753358333084933,-1.1802119811187985,10,KIF5A|KIFC2|KIF3B|FLOT2|STAU1|KIF5C|KIFAP3|KIF17|KIF5B,non_depleted,C5:GO:BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,0.5570593149540518,0.9316283490514181,0.02040227877083803,-0.2719761916257941,-0.9333761458428,35,EXT1|PDIA3|AP3B1|RAB35|AP3D1|CTSL|DNM2|RAB27A|ABCB9|HLA-A|CALR|CTSF|RAB4A,non_depleted,C5:GO:BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,0.7697368421052632,0.9756794336712857,0.016514410681541032,-0.2868776181232852,-0.781107199861475,14,AP3B1|AP3D1|CTSL|DNM2|HLA-A|CTSF,non_depleted,C5:GO:BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,0.6706873008648156,0.9519090416990666,0.02232174712880363,0.30510067759640536,0.8367650717407131,12,LGMN|LNPEP|MFSD6|TRAF6|PIKFYVE|CTSS,non_depleted,C5:GO:BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.9141379310344827,0.9991272486135765,0.013582103022476024,-0.22444321475947943,-0.6666138516997564,19,PDIA3|CTSL|DNM2|ABCB9|HLA-A|CALR|CTSF,non_depleted,C5:GO:BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.9049572039942939,0.9991272486135765,0.014213932737180352,-0.2482065427057279,-0.6500257904934073,12,PDIA3|ABCB9|HLA-A|CALR,non_depleted,C5:GO:BP
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.11275643991979022,0.8012297186496665,0.05139174948307513,-0.30724029121805524,-1.2535946675693297,86,BCL2|FCHO1|NECTIN2|SLC39A10|ABL1|CD81|PLCL2|CBLB|SH2B2|THY1|TNFRSF21|PSEN1|GRB2|LPXN|PTPRJ|NFKB1|PLEKHA1|DUSP3|RPS3|GPS2|CSK|SOS1|UBE2N|TRBC2|MEF2C|EIF2B1|BCAR1|HLA-A|LIPA|MALT1|STOML2|CD276|VAV3|SPG21|RBCK1,non_depleted,C5:GO:BP
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,0.9274447949526814,0.9991272486135765,0.01725145027665743,0.23808059058751152,0.6144962564930849,10,HMGN2|CX3CL1|APP|RPS19|B2M|TAC1|RPL30|GAPDH|FAU|FAM3A,non_depleted,C5:GO:BP
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.292674253200569,0.8598469037403472,0.03250782833531927,-0.4185787985811328,-1.1397017146892952,14,TF|HLA-A|FAM3A|FAU|PLA2G6,non_depleted,C5:GO:BP
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,0.5685643564356435,0.9337748121879521,0.026423393334037103,0.2511816942918125,0.9342091843040768,36,MORC3|EIF2AK2|ZDHHC11|USP20|DHX16|OTUD4|PRKRA|TRAF6|PDE12|ZDHHC1|AKAP1|TRIM25|RPSA|IFIT3,non_depleted,C5:GO:BP
GOBP_AORTA_DEVELOPMENT,0.9031130347927419,0.9991272486135765,0.013250334189967811,-0.21408384626831103,-0.6950455394963513,27,PRICKLE1|TAB1|NDST1|SUFU,non_depleted,C5:GO:BP
GOBP_AORTIC_VALVE_MORPHOGENESIS,0.6852972588109647,0.9558023861496792,0.018236201468499937,-0.31317338060717886,-0.8379188968777693,13,AXIN2|ROBO2|ROCK2|SLIT2|SMAD2|HEY1,non_depleted,C5:GO:BP
GOBP_APICAL_JUNCTION_ASSEMBLY,0.9675436439636096,0.9991272486135765,0.01791307351397961,0.17904526159334253,0.6401210731986549,31,ABI2|CTNNA1|MICALL2|ROCK1|SLC39A9|CLDN16|RAC1,non_depleted,C5:GO:BP
GOBP_APICAL_PROTEIN_LOCALIZATION,0.7392679620424762,0.9662924376119714,0.020690237756346905,0.29864262923689144,0.795867620650926,11,JAM3|GOPC|SHROOM2|ARF4|DLG5|NAPA,non_depleted,C5:GO:BP
GOBP_APOPTOTIC_CELL_CLEARANCE,0.6586741889985895,0.9498793099880156,0.02312620931467658,0.28698176555491617,0.8599440724518846,16,HMGB1|JMJD6|C2|RAC1,non_depleted,C5:GO:BP
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,0.9313037934332165,0.9991272486135765,0.012170447935478198,-0.1865936908645041,-0.7141210448224109,59,BCL2|GCLC|DAP3|TMEM14A|CCAR2|BOK|FIS1|MOAP1|RHOT2|STPG1|DNM1L,non_depleted,C5:GO:BP
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,0.911000355998576,0.9991272486135765,0.014092177900828076,-0.24400520596522016,-0.6528542515919165,13,KIF1B|XKR4|ROBO2|ZPR1|SLIT2,non_depleted,C5:GO:BP
GOBP_APOPTOTIC_SIGNALING_PATHWAY,0.4791276424939791,0.9151998454520203,0.019317875142986062,-0.20414275986127883,-0.9934229017572128,323,IVNS1ABP|WWOX|STK25|BCL2|NF1|SIRT1|GCLC|AIFM1|BAG6|SGPP1|PPP1CA|DAP3|SST|DEPTOR|DAP|PDIA3|ABL1|PDCD10|TMEM14A|BCAP31|ITM2C|PAK5|RIPK1|PIAS4|NOC2L|BAG5|EI24|FBXW7|BCLAF1|SYVN1|RACK1|CCAR2|ERP29|PSEN1|P4HB|FASTK|ERN1|BOK|SCG2|PIDD1|FBH1|PCGF2|BEX3|KDM1A|FIS1|MOAP1|TP53BP1|STX4|MAPK8IP1|BRSK2|URI1|XPA|RHOT2|DNAJC10|MADD|RPS3|KITLG|ING5|PHLDA3,non_depleted,C5:GO:BP
GOBP_APPENDAGE_DEVELOPMENT,0.5722695584817971,0.9337748121879521,0.0188519397752642,-0.23135335028317688,-0.9392528504941816,84,GNA12|PRICKLE1|BBS7|ALDH1A2|EXT1|KAT2A|LNPK|PIAS4|IQCE|ZNRF3|SKI|FGF9|PSEN1|FRAS1|LMBR1|ECE1,non_depleted,C5:GO:BP
